id,node_ids,road_name
19104,6872116112 12153397116,Flyover
19105,12153397118 6838115891 6838115889,Flyover
19106,6645599282 6872116121,Flyover
19107,12153397120 6872116112,Flyover
19108,11821458486 6838075779 6838075764,Flyover
19109,6838075764 6838075760 6838075778 12153397122,Flyover
19110,6454061008 11630213113 6872116140,National Highway 24 Bypass
19111,12153397123 6872116147 6454061008,Flyover
19112,6872116140 6872116138 12153397124,Flyover
19113,6872116135 6872116134,Flyover
19114,1863230876 1863230868 1863230856 1863230857,Master Plan Road
19115,1863230755 904024499,Karkari Mor Flyover
19116,904024811 904024639,Swami Dayanand Marg
19117,904024639 904024644 904024496,Swami Dayanand Marg
19118,904024496 904024600 904024755,Swami Dayanand Marg
19119,12153471077 904024580 904024687 904024597 9387582739 11837304678,Swami Dayanand Marg
19120,9789474373 9789508312,Shastri Park Flyover
19121,1863303261 3735763627,Shastri Park Flyover
19122,10972371018 1863303045,Shastri Park Flyover
19123,1863303059 1863303049,Shastri Park Flyover
19124,9789474373 9789474374 9789474372,
19125,1863559817 1863559820 9789474363,Pusta Road
19126,464964100 712869239,Okhla Estate Marg Flyover
19127,2262991294 6558016511,Okhla Estate Marg Flyover
19128,1085681615 11958238657,Okhla Estate Marg Flyover
19129,12153591619 1835811627,Mathura Road
19130,1835811630 12153591620,Mathura Road
19131,12153689846 2126404927,Lajpat Nagar Flyover
19132,12153689847 12153689851 563155228,Lajpat Nagar Flyover
19133,12153690499 277419965 4510724783 4510724784 278163923,Ashram Railway Flyover
19134,277419951 278163917 4510724781 278163879 4510724782,Ashram Railway Flyover
19135,9873688727 1740169861,Mahatma Gandhi Marg
19136,11645923247 11645923242 11645923241 11645923240 11645923239 11645923238 11645923237 11645923236 11645923235 11645923234 11645923233 10274943859,
19137,9107061358 311119690 9107061363 11647790122 563155258 11645923228 563155242,Mahatma Gandhi Marg
19138,9107061354 311119686 311119688 563155253 9107061358,Mahatma Gandhi Marg
19139,1869899500 11011589710 943640498,Ramjas Road
19140,1869899499 11011589711 943640959,Road No 9
19141,6649903429 3217380284 3217380287,Girdhari Lal Goswami Marg
19142,3217380287 3217380288,Girdhari Lal Goswami Marg
19143,3217380288 3217380290 6438712427 6438155360,Girdhari Lal Goswami Marg
19144,6438155360 6438501308 3217380291 3217380292 3217380293,Girdhari Lal Goswami Marg
19145,12154766506 910450755,Oberoi Flyover
19146,267074522 910345676 267074520 12154766507,Oberoi Flyover
19147,12154766508 910450597 910451127,Oberoi Flyover
19148,910451285 910451146,Oberoi Flyover
19149,12155095120 8108825465 838495861,Hanuman Mandir Flyover
19150,12155095121 250075222,Hanuman Mandir Flyover
19151,838393168 12155095123 12155095122,Hanuman Mandir Flyover
19152,838393159 12155095124,Hanuman Mandir Flyover
19153,1863525287 12155095125 1863525326,Ring Road
19154,913282545 913282187,
19155,913282545 12155095129,
19156,913282545 913282318 12155095120,Hanuman Mandir Flyover
19157,11840636122 838495969 12155095130 12155095121,Hanuman Mandir Flyover
19158,12155148117 1863231282 9803725120 1863231284,Geeta Colony Road Flyover
19159,1863231284 1863231286,Geeta Colony Road Flyover
19160,1863231347 1863231353 5853119672 1863231369 5853119673,Geeta Colony Road Flyover Ramp
19161,1863231288 12155148120 12155148119,Geeta Colony Road Flyover
19162,12155148121 1863231278,Geeta Colony Road Flyover
19163,1863231269 6615152722,Raja Ram Kohli Marg
19164,1863231281 12155148117,Geeta Colony Road Flyover
19165,12155148123 1863231269,Geeta Colony Road Flyover
19166,1863231283 12155148121,Geeta Colony Road Flyover
19167,910450970 6172619601 910451118,Outer Ring Road
19168,910451118 910450654,Outer Ring Road
19169,910451275 12155217826,Modi Mill Flyover
19170,910451530 6439263220 9937948262 910451586 4212076699 910450664,Captain Gaur Marg
19171,910450654 12155217825,Modi Mill Flyover
19172,12155217832 1763180265,Modi Mill Flyover
19173,939182590 4510681955,
19174,4510681955 12155217833,Modi Mill Flyover
19175,568318242 6114577104 568318250,Modi Mill Flyover Ramp
19176,568318343 1801778161 568318350 12785197794 12155217835,Modi Mill Flyover Ramp
19177,12155217836 3953434458 568318393,Modi Mill Flyover Ramp
19178,5745228066 1863230831,SDM Court Flyover Ramp
19179,6622288642 9854796646,Barapullah Road Flyover
19180,9854796646 5965826257,Barapullah Road Flyover
19181,905062962 11821502527,Dadri Road Flyover
19182,11821502528 905063012,Dadri Road Flyover
19183,7593791552 7593791551,Flyover
19184,6397064014 2127422577,Flyover
19185,12157349543 2127422575 6396989738,Flyover
19186,7593791549 7024752966,Flyover
19187,838495883 838495962,ITO Flyover
19188,838495938 3742396963,ITO Flyover
19189,12157397454 12157397455,
19190,12157397454 838495881,ITO Flyover
19191,838633431 838633244 838633275 838633595,ITO Flyover Ramp
19192,838633411 838495960 12157397452 838495883,ITO Flyover
19193,3742396963 568360054 838633214,ITO Flyover
19194,12157418947 1395838329 1395838326 5809062994 5809063000 5809062995 1395838323 5809062996 1395838320 5809062997 1863302436,Sachivalaya Road Flyover
19195,1395838343 1863520274 1395838342,Sachivalaya Road Flyover Ramp
19196,12157418948 1800542353,Sachivalaya Road Flyover
19197,4594176001 4594175924 1863302448 1863302450 1863302454 1863302483,Ring Road
19198,1863302449 12157418949 1863302447 1863302446 9843554263 4049760363 1863302444 1863302442 1863302438,Sachivalaya Road Flyover
19199,838835431 12157448378,Nizamuddin Railway Station Flyover
19200,12157448379 12022611163,Nizamuddin Railway Station Flyover
19201,838835371 838835341,Nizamuddin Road Flyover
19202,838835420 7590695638,Nizamuddin Road Flyover
19203,12157543666 12157543663 12157543664 12157543665 12157543654 12157543653,Mahipalpur Bypass Flyover
19204,2008756197 12157543668 12157543666,Mahipalpur Bypass Flyover
19205,12157543667 7042616055,Mahipalpur Bypass Flyover
19206,12157595918 5445786597 250078357,AIIMS Flyover
19207,563097440 12157595920,AIIMS Flyover
19208,9865056756 12157621911 4543284186,Baba Banda Singh Bahadur Setu Ramp
19209,12157661943 915368667,
19210,915368248 6660490741,Dhaula Kuan Flyover
19211,6660490741 12157661944,Dhaula Kuan Flyover
19212,12157661945 12679156987 915368735,
19213,915369334 915368956 12157661946 5567578607 5567579661,Dhaula Kuan Flyover Ramp
19214,12237754719 12237754716,
19215,914350008 914351162 914352334 914350003,
19216,914350003 914350583 914351976 914349826,
19217,914349826 914352422,
19218,914352510 914352864,
19219,914352864 914350929 914352154 914350257 914351340,
19220,914351340 914351642,Maharaja Nahar Singh Marg Flyover
19221,12159328486 914350008,Maharaja Nahar Singh Marg Flyover
19222,12159328489 914351018 914351453,Maharaja Nahar Singh Marg Flyover
19223,12159328488 1757010181 2825982089,Maharaja Nahar Singh Marg Flyover
19224,12159328487 914350492 12159328489,Maharaja Nahar Singh Marg Flyover
19225,10264783136 12159328487,Maharaja Nahar Singh Marg Flyover
19226,7620844637 12159321973 4236045125,Flyover
19227,6403582217 7620844636,Flyover
19228,4236045125 2228978844,Flyover
19229,6493598354 6403582217,Flyover
19230,7620844639 6403573625,Flyover
19231,2229118376 7620844640,Flyover
19232,6403573625 6403573624,Flyover
19233,3109651674 2229118376,Flyover
19234,12159365996 913485982,Azadpur Flyover
19235,913486608 12159365995,Azadpur Flyover
19236,918296801 913486554,Mahatma Gandhi Road
19237,903737702 6926060470,National Highway 24 Bypass
19238,6926060470 6926060474,National Highway 24 Bypass Flyover
19239,6926060480 12165370211,National Highway 24 Bypass Flyover
19240,12165370211 855723505,
19241,849943423 1356119872,Udhyog Marg Flyover
19242,12167420600 849943423,
19243,12167449310 903737843,National Highway 24 Bypass
19244,12167449311 6926060476 12167449310,National Highway 24 Bypass Flyover
19245,6925279914 12167449313,National Highway 24 Bypass Flyover
19246,4216796960 4216796955 4216796940 4216796937 12419285522 12419285523 12171104435 12171104434 9837891553 9867265469,
19247,392973242 9835892096 9835892048 9833097957 9835925636 9835863458 9835863472 9835863460 9833097958 9835892045 9835812905 4218563248,
19248,4842655884 915434236,GT Karnal road
19249,838495943 838495888,
19250,12211714092 9598913549,Bhalaswa Dairy Main Road
19251,12419285519 12216444833 12216444836 12216444837 12216444838,DND-KMP Expressway
19252,12221171026 12221171027,
19253,12221171028 12221171029,
19254,4195209822 12231191429 251685603 1987707143,Old Delhi Gurgaon Road
19255,1987707143 12231191434 427715729 7371660968 8748731382,Old Delhi Gurgaon Road
19256,910664821 5777581361 910665400 5777581354 5777581360 910665353 5777581359 345576037 5777581358,
19257,10234009404 734233591,
19258,10233541953 10233541964,Dwarka Expressway
19259,6881014449 915232340 10267092272 10267092274 915232371,Satguru Ram Singh Road
19260,12234341392 12234341391,
19261,915578574 12234341392,
19262,12234652300 3635431189,
19263,12234683701 12234683702 12234683703 12234683704 12234683705 12234683706 12234652300,
19264,910664806 3195457870 1036203893 9862113558 1036204004 9861898668 1036203922 9861898667 9861898671,
19265,9861898671 12234719106 9861898669 566988885 12234719110 12234719109 9861898672,
19266,9861898672 12234719108 12234719107 9861898670 12234719105 12234719118 12234719117 12234719116 12234719104,
19267,12234719104 12234719115 12234719114 12234719113 12234719112 12234719111 9861898671,
19268,458640736 6725967607 10289211851,
19269,10289211851 10289211854,
19270,913282449 10289187656,
19271,12235017137 12235017136,
19272,12236483149 6615779495,
19273,9821504291 4224994731 4224994730 4224994729 4224994713 4224994684 4224994678 4225149192 4224994672 4224994658 4224994645 4224994638 4224994633 4224994615 4224994603 4224994579 4224994564 4224994522,
19274,6024488374 9821504291,
19275,12237401849 12237401856 12237401850 12237401851,Underpass
19276,12237401843 12237401844 12237401845 12237401853 12237401846,Underpass
19277,12237401846 12237401849,Underpass
19278,11830129286 11830129285,
19279,3217380293 12098630598 3217380294,Girdhari Lal Goswami Marg
19280,12240646498 2018206519 2018206526,Sarita Vihar Okhla Underpass
19281,2018206509 2018206510,
19282,2018206509 6557561150,Okhla Estate Marg
19283,6557561150 2018206500,Okhla Estate Marg
19284,2018206500 2018206497 2018206495 9871849347 9871849348 6663310843 2018206479,Okhla Estate Marg
19285,9868090392 2018206509,Okhla Estate Marg
19286,9868090392 9868090390,
19287,9868090390 2834022166 9871689242 2834022169 9871689245 9871689244 11193056256 2834022170 9871689243 9871767121 2834022172 11341050258 9720388415 2834022164 10273082110 2834022160 9870037984 9724024220 9857066696 6557561152,
19288,6557561152 2834022156,
19289,9868090390 9868090391 9868090393,
19290,9868090393 9868090394 9868090395,
19291,9868090395 9868090396,
19292,9868090396 11140410776 9868090397 9868090398,
19293,9868090398 9868090399,
19294,9868090389 12240646498,Okhla Estate Marg
19295,2834022157 2018206509,
19296,2018206510 9868090389,Okhla Estate Marg
19297,2507728920 7211418820,
19298,472499670 472499671 472499672 4135749306,Najafgarh Kapashera Road Underpass
19299,472499681 472499682 472499683 472499684,Najafgarh Kapashera Road Underpass
19300,11948574126 413765561,Dwarka Sector 21 Underpass
19301,413765562 413765561,
19302,413757226 10236796841,Bharthal Railway Underpass
19303,3864631537 356261746,Bharthal Railway Underpass
19304,6542588161 413757227,Bharthal Railway Underpass
19305,413757225 9913678805,Bharthal Railway Underpass
19306,6816510148 6816510149 10970781758 6948261054 10970781759 10970781760 3195457994,
19307,1986214428 10971347313 1986214394 1986214373 10971347312 10971347311 1986214359 10971347310 1986214353 10971347309 1986214347 10971347308 10971347307 1986214344,Northern Access Rd
19308,1986214344 12121993235,Northern Access Rd
19309,1986214466 1986214472 1986214476 1986214480 1986214528 1986214539 1986214579 1986214600 1986214650 1986214655,Northern Access Rd
19310,1986214656 1986214652 1986214640 1986214599 1986214545 1986214530 9862286409 1986214478 1986214468,Northern Access Rd
19311,602466815 427807600 427807598 427807596 427807595,Yakshini Chowk Underpass
19312,427807567 249824110 427807565 249824113 5173200355 602466808 427807557 427807562 427807560 427807559 249824117 412331495,Yakshini Chowk Underpass
19313,427807638 9859926378 427807636 427807635 427807633 911712648 427807632 11936726494,Dwarka-Palam Road
19314,11936726494 427807630 602466810 427807628 911712609 427807627 427807625 427807624,Yakshini Chowk Underpass
19315,1815960864 11003296571 1815960870,Badarpur Railway Underpass
19316,1815928986 11003265394 11003265393 11003265392 1815960871,Badarpur Railway Underpass
19317,11003277832 13351134653,Mehrauli Badarpur Road
19318,13351134653 1815928998 1815928986,Mehrauli Badarpur Road
19319,12250239124 9868090392,Okhla Estate Marg
19320,5355372620 939234951 939235050 464964087,
19321,2018206534 2018206538 2018206542 5562923111 2018206547,Sarita Vihar Okhla Underpass
19322,2636251473 3662532423 5562923109 3662532416 1085681641,
19323,903737807 1820483661,Ghazipur Road
19324,1820483661 1820483650,Ghazipur Underpass
19325,5745228059 1820483658,Ghazipur Underpass
19326,1820483518 12211252399 903988584,
19327,903988584 12211252398 12211252397,
19328,1820483521 1820483518,Ghazipur Underpass
19329,12211252397 1820483522,Ghazipur Underpass
19330,1863520151 11755534304 1863520155 1863520162,Maharaja Agrasen Marg Underpass
19331,11755533256 1863520160 1863520158 11756447115 11755533224,Maharaja Agrasen Marg Underpass
19332,1863520149 3754484261 5358614125 6640004104 1863520140,Maharaja Agrasen Marg Underpass
19333,1863520139 1863520141 1863520144 1863520148,Maharaja Agrasen Marg Underpass
19334,314505986 2431986044,Vinay Marg Underpass
19335,12250318830 309858910,Vinay Marg Underpass
19336,10649389964 7190737450 2957312609,
19337,6717668072 9006449829,Pragati Maidan Tunnel
19338,10564932633 10277210956,Shyama Prasad Mukherji Marg
19339,913282313 913282343,Shyama Prasad Mukherji Marg
19340,913282500 913282447,Shyama Prasad Mukherji Marg
19341,10564932634 10564932635 913282279,Shyama Prasad Mukherji Marg
19342,913282153 5430640251 913282239 10564932637,Shyama Prasad Mukherji Marg
19343,11938808432 1863303337 1863303346,Keshav Chowk Underpass
19344,1863303347 1863303331 11938808431,Keshav Chowk Underpass
19345,9849284429 1863525483 5971954225 1870092200,Jhilmil Railway Underpass
19346,1870092198 4221312456 9819254204 4221312437 12250372167,Jhilmil Railway Underpass
19347,3512075967 13318553252 6514911463,Maharaj Surajmal Marg
19348,6514911463 1863525714 6514911437,Maharaj Surajmal Marg
19349,6514911437 1863525768,Maharaj Surajmal Marg
19350,3003450179 2823075935,Aradhak Marg
19351,2823075935 2823075940 2823075946,Aradhak Marg
19352,2823075933 1863526338 1863526236 1863526078,Aradhak Marg
19353,2823075675 2823075667,Dilshad Garden Underpass
19354,9869540156 9869540174 9869540175 9869540176,
19355,2672655025 2672654998 2672654985 2672655020,
19356,2672654995 2672655016 2672655002 2672655024 2672655027 2672654990 4229405902 4229404688 2672654986 4229404676 2672655023,Mundka Underpass
19357,13313412785 9869540163 9869540164 9869540165 12252208455 9869540166,Mundka Underpass
19358,913535081 913535061 12525249695 913534751,Bhera Enclave Underpass
19359,913534736 913534715 913534729,Bhera Enclave Underpass
19360,913535374 913534966,Bhera Enclave Underpass
19361,913534831 913535367,Bhera Enclave Underpass
19362,914532798 914530112 1665772924 914531696,Panjabi baug Underpass
19363,914530597 914531840 914529713,Panjabi baug Underpass
19364,1826067031 914529844 1826067036 914532267 11403077872 914530579 10266840837 914530849,Britannia Road
19365,914530849 11403032260 914530464,Britannia Road
19366,914529433 11403077875 11403077883 11403077869 914530442 914532114 6616222564 914529589 1826067032,Britannia Road
19367,2825982009 1825205213 1825205216 2825982015,Britannia Road
19368,1825205214 1825205211 1825205209 2825770312,Britannia Road
19369,2825982012 1825205214,Britannia Road
19370,914350094 6013421249 914350260,Mahatma Gandhi Road
19371,914350346 914350729,Prembari Underpass
19372,914350010 914351222,Prembari Underpass
19373,1825143588 913534913,Outer Ring Road Underpass
19374,913535669 11836401324,Outer Ring Road Underpass
19375,913535920 913535138 913534782 913534998,Outer Ring Road Underpass
19376,913535255 6640384186 1825590197,Outer Ring Road
19377,1825246260 9647750281 1825246255 11434618103 11434618097 11434618108 11434618107 1825246253 11434618113 11434618102 11434618099 1825246258 1825246271 922109793 9647750279,Samaypur Underpass
19378,11537020815 921084196 9852296633 921084509 921084464 922109033 922109461 9647750280,
19379,9852381230 9852381225 922141178 9769658439 922141145 922141160 3009848396 922141405,Samaypur Underpass
19380,3009848397 922141316 922141122 922141171 4230090452 9852381224,Samaypur Underpass
19381,914641739 1825263696,Rohtak Road Underpass
19382,914642023 914643889 914643088,Rohtak Road Underpass
19383,395135057 412331358 9865278118 9865278130 6485658239 9865278160 12252636962,Manekshaw Marg
19384,12252636974 12252636971 12252636970 12252636969 2703662127,
19385,2703662127 12252636968 12252636973 12252636972 12252636963 12252636967 12252636966 12252636965 12252636964 12252636962,
19386,12252636962 12252636978 12252636977 12252636976 12252636961 12252636975 12252636974,
19387,2703662127 9832304943 6968562507 12252636980,Manekshaw Marg
19388,12252636992 12252636986 12252636985 12252636984 12252636981 12252636991 12252636990 12252636989 12252636988 12252636987 12252636980,
19389,12252636980 12252636983 12252636982 12252636979 12252636996 12252636995 12252636994 12252636993 412331457,
19390,412331457 12252636992,
19391,913282264 12254928410 12254928409 12254928408 913282491,
19392,838495956 458631463 838393201 458631464 838393163 13321956526 838393215 838393209 250075219 913282602,Mahatma Gandhi Marg
19393,1863525326 12155095126 12155095128 12155095127 3007871047 913282135,Mahatma Gandhi Marg
19394,913282135 838393217,Mahatma Gandhi Marg
19395,345576362 345576365 8373361284,
19396,413757248 413757249 13156001132 13156001131 13156001130 13156001129 9913678806,
19397,11910010474 12258203097 12258203098 12258203096,
19398,9849413061 9849413062 9849413063 9849413064 9849413057,
19399,838835317 12261110872 12261110870 12261110871 12261110869 12261110868,
19400,1986129647 1986129653,
19401,1986129653 5179521956 1986129675,
19402,427828112 5179532147,Thimayya Marg
19403,5179532147 1987556187,Thimayya Marg
19404,1987556187 427828109 427828113 427828114 427828115 9832268082 3862390141 395135050 9832268106 427828116 9832268097 12809613294 395135052 427828118 4100572588 9832247739 5169558514 12885831615 9832260345 9833171631 6437673620 427828119 412331496,Thimayya Marg
19405,1986129643 5179521975 5179521944 1986129618 6438226206 9750702136 5179532138 427828143,Thimayya Marg
19406,12277961384 12277961387 12277908604 12277908603 12277908602 12277820391,
19407,12277908616 12277908615 12277908614 12277908613 12277908612 12277908611 12277908610 12277908609 12277908608 12277908607 12277908606 12277908605 12239241463 12277961386 12277961385,
19408,267196308 12278422996 10264318196 267196296,
19409,267196309 13161853388 267196305,Raisina Road
19410,10255012755 12278452805,
19411,9914211748 12278514965 12278514966 12278514967 12278514968 12278514969 12278514970 12278514971 12278514972 2353499035,
19412,2018025687 278164413 355436165 7208480273 278164158 278164155 278164143 278164140 278164138 6383140740 278164136 278164115 6489963514 355436136 6726428912 278164067 278164059 2018025661,Basant Kaur Marg
19413,2111354697 12278777960 12278777958 2940449164,
19414,1645501060 1645501063,
19415,1645501063 12278777959 2111354697,
19416,2111354742 2111354718 9840458522 2111354743 10288941391,
19417,12240748107 7252205481 11962596631 11962596632 11962596633 11962596634,
19418,11962596634 11962596635,
19419,12280910685 12280910686 12280910687 12280910688 12280910689 12280910690 12280910691 12280910692 12280910674,
19420,12280910674 12280910675 12280910679 12280910680,
19421,12280910680 12280910681 12280910682 12280910683,
19422,12280910683 12280910684 12280910676 12280910677 12280910678,
19423,12280910678 12280910685,
19424,12280910683 2353499035,
19425,12280910674 12280910672,
19426,12280910672 12280910680,
19427,9914211748 9914211747 9914211746 3862390334 2431985950,Railway Line Road
19428,6490097034 4230090477,
19429,12281465170 6702715372,
19430,12415842728 12415842727 12415842726 13124868326,
19431,13124868326 13124868325 12415842725,
19432,12282452357 13124868355 13124868354 12282452354 13124868330 12415842731 13124868333 12415842729,
19433,910450654 910451530,
19434,910451099 910451337 910451238 910451530,Captain Gaur Marg
19435,10649389986 12237401843,Underpass
19436,12237401846 10649389967,Underpass
19437,10649389976 12237401849,Underpass
19438,10649389966 10649389963 10649389965 10649389964,Underpass
19439,10649389985 10649389984 10649389983 12293562575,Underpass
19440,12237401851 12237401852,Underpass
19441,3746076245 6174545388 267197849 6174545398 6174545389 267197850 6174545387 267197851 267197852 12297535805,Pandara Road
19442,12297535805 12297522688,Pandara Road
19443,12297522689 12297535806,Pandara Road
19444,12297535806 6174545397 9713020341 267197855 267197854 267197853 3746076247,Pandara Road
19445,12297535801 12297522687 12297535802 12297535803 12297522690 6174545386,
19446,6174545386 12297522691 12297522692 12297535804 6174545385,
19447,6174545385 12297522697 12297522698 12297522699 12297522700 12297522689,
19448,12297522689 12297522693 12297522694 12297522695 12297522688,
19449,12297522688 12297522696 12297535801,
19450,12297535805 12297535806,
19451,432874004 10274798166 450634944 9798119676 9798119675 9798119677 11778278947,Chitragupta Road
19452,9798119672 9798119671 9798119670 12110201402 2978721088 1349092089 10274798165,Chitragupta Road
19453,10274798165 291542988,Chitragupta Road
19454,12320134805 12320134809 12320134806,
19455,12320134808 12320134807,
19456,12320134810 12320134811,
19457,12320134812 12320134813,
19458,2371060042 13124868368 13124868369 13124868370 13124868371 12350370935 13124868383 12350370936 13294320931 13124868372,
19459,13124868372 13127353964 12350370938 13124868381,
19460,13124868381 12350370939 13124868382 12350370940 12350370950,
19461,12096482044 13124868313,
19462,13124868313 13124868356 12350370942 12350370943 13124868390 12350370952,
19463,12350370949 12350370941 13124868363 13124868389 13124868361 12415842728,
19464,12415842728 12282452357,
19465,12350370950 12350370949,
19466,12350370951 12350370944 12350370945 12350370946 12350370947 12350370948 13124868420,
19467,13124868420 9821460853,
19468,12350370952 12350370951,
19469,12350445398 12350445397 12350445396 12350445395 12350445394 12350445393 12350445392 12350445391 12350445390 1832227386,
19470,1832227386 12350445389 12350447402 12350445388 12350445387 12350445386,
19471,10231490309 13124868283 12350445399,
19472,12350445385 13124868282 12350447401,
19473,12350447443 12350447405 12350447406 12350447407 13124868281 13124868280 12350447408 12350447409 12350447410 13124868278 12350447411 12350447412 12350447448 12350447413 12350447425,
19474,12350447420 13124868272 12350447404,
19475,12350447418 13124868274 12350447421,
19476,1832227552 12350447428,
19477,12350447428 9899500574,
19478,9899500574 12350447427,
19479,12350447427 12350447429 12350447430 12350447431,
19480,12350447435 12350447436 12350447437 12350447438 12350447439 12350447446 12350447427,
19481,1832227386 12350447440,
19482,12350445385 13124868284 3635432176,
19483,12350445400 13124868285 12350445399,
19484,12350447403 13124868273 12350447404,
19485,12350447444 12350447418,
19486,12350447445 1832227390 13124868279 12350447422 12350447423 12350447449 12350447424 12350447447 12350447425,
19487,12350461217 12350461201 12350426900 12350461216,Alipur road
19488,12350461215 12350461208 12350461214,Alipur road
19489,12350461204 12350461203 9821921066,
19490,12350461202 12350461205 13127353925 12350461206,
19491,12350426898 12350461210 2001745122 12350461211,
19492,12350461212 13127353940 12350461213 12350426899,
19493,12350461214 9821921066,Alipur road
19494,9821921066 9821921067,Alipur road
19495,12350426897 12350426898,Alipur road
19496,12350426898 12350461215,Alipur road
19497,12350461216 12350426899,Alipur road
19498,12350426899 12350426897,Alipur road
19499,9821921067 12350461202,Alipur road
19500,12350461202 12350461217,Alipur road
19501,12350461218 12350461219,
19502,12350461219 10230697137,
19503,4230179505 4230179492,
19504,11482318304 12754072477 11482318306 12754072473 11482318308 11482318307 9860013033,
19505,4230179471 4230179470 9849363106,
19506,12376243271 11358107008,
19507,12376243272 12376243273,
19508,913535408 9805426509,Outer Ring Road
19509,9805426509 913535790 5065142685 10225596967 1825166171 9580926927 10142227655,Outer Ring Road
19510,10142227655 922141202 922141299 10142227656,Outer Ring Road
19511,10142227656 913534755 12888112132,Outer Ring Road
19512,12888112132 923755121,Outer Ring Road
19513,1825590014 12475229967 913535598 11836680007 1825206514 1825589794 9868081336 1825589764 9868081335 1825589732 10223254056 1825589710,Chandra Shekhar Azad Marg
19514,918296581 12744602718 918296470,GT Karnal road
19515,12408336520 12408336518 12408336505 13287221275 12408336522 13287221272 13287221274 13287221271 13287221273 13287221270 12408336506 12408336507 13287221286 13287221285 13287221284 13287221283 13287221282,
19516,12408336591 12408336579 12408336592 12408336598 12408336599 12408336600 12408336601 12408336602 12408336603 12408336604 12408336605 12408336606 12408336607 12408336608 12408336609 12408336610 12408336611 12408336612,
19517,12408336913 12408336912,Bharthal Railway Underpass
19518,12408336912 13148702076 9913678774,Dwarka Sector 21 Underpass
19519,9913678774 9913678770 413757208 9913678771 9913678768,Dwarka Sector 21 Underpass
19520,11806802631 11806802642,Grand Trunk Road
19521,11806802642 2371060042,Grand Trunk Road
19522,2371060042 2371060044,Grand Trunk Road
19523,2371060044 12350370934 12516958331 2371060046 2371060048 919598786 13294320930 10292784679,Grand Trunk Road
19524,6630518557 6645796653 6645796655 10274738117,
19525,12415409555 12415409556,
19526,10230852843 12415842786 12415842787 10230794074,
19527,12415842771 12415842772 12254616351 12254616350 12415842774 12415842775 12415842776 12415842777 12415842778 12415842779 12415842780 12415842781 12415842782 12415842783 12415842784 12415842785,
19528,12278045821 13124868298 13124868297 13124868288 12415842789 12415842790 12415842791 12415842792 12415842793 12415842794 12415842795 12415842796 13124868308 13124868287 10230852844,
19529,12415842798 12415842799,
19530,12415842799 10230852844,
19531,10230852842 12415842800,
19532,12415842800 12415854301,
19533,12415854302 10230794076 10230794073,
19534,10230794072 12415854302,
19535,10230794074 12415854303,
19536,12415854304 10230697148,
19537,12415842757 12415842756,
19538,12415842729 9822260347 12240934008,
19539,2001790356 13124868347 9822183166 12415854307 12415842758 13124868348 12415842759 12415842760 12415842763 12415842764 13124868349 12415842732,
19540,11143058355 9825302415 2001790379 13124868346,
19541,12415854308 2001790356,
19542,12415854309 12282452347 12415842723 12415842722 12282452348 12282452349 12415842719,
19543,12415842725 12415854309,
19544,12415842719 10230697134,
19545,1992404229 5308947917 5308947918 5308947919 12419206654,
19546,1992404087 12419206673 12419206679 12419206680 12419206681 12419206682 12419206683 12419206684 12419206685 12419206686 12419206687 12419285536 9859648977,
19547,9859648977 12419206692 12419206690 12419206688 9870014472 6191489259 12419206689 9865068719,
19548,1835811230 1992340766,Jaitpur Road
19549,1992340766 12419285535 9859648979,Faridabad kalindi kunj road
19550,1992340763 1835811216,Jaitpur Road
19551,1992340763 1992340766,Faridabad kalindi kunj road
19552,12419206652 12419260600 12419260599 12419260598 12419260597 12543539457 12419260596 12419260595 12419260594 12419260593 12419206669,
19553,4212150357 9850272305,
19554,12419206653 12216444817 12216444818 12419206668 12216444819 12216444820 12216444821 12216444822 12675581614,DND-KMP Expressway
19555,12675581614 12216444823 12216444824 12216444825 12419206665 12419285511,DND-KMP Expressway
19556,12419285511 12511363809 12216444826 12419206675 12419285510,DND-KMP Expressway
19557,12419285513 12419285512,DND-KMP Expressway
19558,12419285514 12216444835 11290010562 11290010561 12419206677 11290010560 12419285513,DND-KMP Expressway
19559,12419285510 12216444827 12419206678 12216444828 12216444829 12216444830 12419285515,DND-KMP Expressway
19560,12419285516 11290010563 12419285514,DND-KMP Expressway
19561,12419285515 12216444831 12419285517,DND-KMP Expressway
19562,12419285520 12419285516,DND-KMP Expressway
19563,12419285517 12216444832 12419285521,DND-KMP Expressway
19564,12419285521 12419285519,DND-KMP Expressway
19565,12419285518 12419285520,DND-KMP Expressway
19566,4075212015 12419285527 12419285526 1992340560 11601702090 4075212027 11601702089 4075212039 12093008741 4075212058 9867290951 4075212073 1992340611 12093008730 2228524025 1992340660 4216792918 4216792988 9838114306 9838114308 1992340675,
19567,1992340675 9865068720 9865068721 1992340701 12811339170 12811339171 4216755471 1992340729 6191373932 1992340734 9859648991,
19568,12419285533 11291204932 12419206663 11290010567 11291204934 12419285530,DND-KMP Expressway
19569,12216444838 12216444839 12511363810 12216444840 12216444841 12419285534,DND-KMP Expressway
19570,12419285531 12419206662 12216444842 12216444843 12419206656 12511363825 12511363826 12511363827 12511363828 12511363829 12511363830 12511363831 12511363832 12511363833 12511363834 12511363835 12511363836 12511363837 12511363838 12511363839 12511363840 12511363841 12511363842 12511363843 12511363844 12511363845 12511363846 12511363847 12511363848,DND-KMP Expressway
