id,node_ids,road_name
7877,9899392207 1826969214,
7878,1826969214 9910999531 9899392194 1826969252 9843354576 1826969293 1826969325 1826969343 1826969451,
7879,9803589725 3635432272,
7880,3635432272 3635432268 9849448554 3635432266 9843521587 3635432261 9849448557 9849448558 3635432259 1826969447 1826969339 1826969272 9843354616 9910991397 9899392195 1826969210 1826969129 9843644914 9899392193 1826969102 1826969083,
7881,1826969083 9865963381,
7882,9865963381 9865963379 1826969078 10631045264 4229629461 1826969072 4228100994 6490661980 3635432247,
7883,12234652300 3635431191 9898976504 9899014166 9898976503 9898976502 3635431190 3635431184 4221219282 3635431178 3635431177 9898976501 3635431180 9898976500 4221219283 3635431183 9898976499 3635431182 3635431179 9898976498 9898976497 9898976496 3635431173 3635431171 9898976495 3635431166 9898976494 3635431164 9898976493 9898976492 9898976491 9898976490 9898976489 3635431161 9898976488 9898976487 3635431160 9898976486 9898976485 3635431162 9898976484 9898976483 3635431163 9898976482 9899588669 3635431165 9898976481 9898976480 9898976479 3635431168 3635431169 9898976478 3635431170,
7884,9823994980 10292784689 13124868353 12415842770 10235127368 12096482046 13124868315,Urban Extension Road-II
7885,13124868315 13124868362 2001790357 13124868409 13124868408,Urban Extension Road-II
7886,3635432184 2001790335,
7887,2001790334 12282452363 3635432183,
7888,12525804229 13124868265,Urban Extension Road-II
7889,13124868265 3635431155 3635431167 3635431174 3635431176 3635431187 3635431192 3635432295 3635432296 3635432297 12350447403,Urban Extension Road-II
7890,12350447403 10292874197,Urban Extension Road-II
7891,10292874200 12350447419,Urban Extension Road-II
7892,12350447419 13124868271 10231503132 3635432294 3635432293 3635431181 3635431175 3635431172 13124868269 3635432290 12525804231,Urban Extension Road-II
7893,3642437418 3642437416 5792664531 3642437414 5792664533 3642437415 5792664532 3642437417,
7894,6680295302 5792664543 3642437413 5792664546 3642437412 5792664545 3642437411 5792664544 3642437409,
7895,249791204 267196276,Kartavya Path
7896,838393169 838393198 838393123 838393210 3648453039,
7897,3649457470 3649457471,
7898,3649457471 3649457473 13059347661,
7899,13059347661 3649457475 6225764803 3649457477 6225764802 1986130051,
7900,1986130051 3649457480,
7901,3649457480 3649457482 3649457484 3649457483,
7902,3649457480 4597614181 4597614182 2431986245 6487707474 6673280129 6619155456 6619155458 10669170322 9699785788 9857934147 4597614185 4597614186 6225764808 2432087718 6225764809 4597615106 6225764810 4597615096,Shaheed Mangal Pandey Marg
7903,9857310876 4597615112 9789585650 6752704885 2507728917,
7904,2507728917 9857925778 9857334675 9857975481 3649457469 6884846073,
7905,6884846073 4597615111 3649457471,
7906,943640732 943640547,Guru Ravidas Marg
7907,943640547 6757496040 6757496037 6757496034 943640900,Guru Ravidas Marg
7908,943640900 6748936985 6748887282 9181760520 9181825047 9181760540 9870234669 9181760542 9869513384 9181766435 9181739602 9181766434 1869899518,Guru Ravidas Marg
7909,1869899518 6748887279 9181766441 9181739614 9869513390 9181766448 943640447,Guru Ravidas Marg
7910,427851294 9849553883 427851293,Doctor KB Hedgewar Marg
7911,427851293 9849294993,Doctor KB Hedgewar Marg
7912,9849294993 4929069588 4929069589 10970640536 3008495785,Doctor KB Hedgewar Marg
7913,2018206534 3662532415 5562923340 3662532417 5562923339 3662532419 5562923338 3662532421 5562923337 3662532422 5562923336 9852150135 3662532420 3662532418 1085681641,
7914,5725181220 5725181328 11478310001 6656920122 11478310000 2810924080 10213864480 2532956670,Sant kirpal singh marg
7915,3689041531 914352496 914350664 3689041560 914351980 11837024596 914350093 914351016 13318624876,Shalimar Bagh Flyover
7916,914483686 914349724 914350744 914351913 914350010,Mahatma Gandhi Road
7917,3689041478 7211707950 9835270854 3689041458 3689041453 3689041451 3689041449 3689041447 3689041445 9835270855 3689041443 11836904666 3689041440,
7918,11836866731 3689041478,
7919,3689041546 3689041545 9694822381 9868212420 10723271510 9944458618 3689041542 9665222286 9708542241 3689041538 6260007070 3689041535 3689041534 3689041532 9708542242 9901395037 3689041527 3689041324 9949067340 9865725239 914483686,
7920,3689041539 918326317 3689041540 9708542240 3689041543 9944458619 10723271511 9694822382 3689041548 3689041549 3689041550 9910850541 9580061328 3689041554 918380956 6260007072 3689041557,
7921,3689041557 3689041558,
7922,3689041558 918380743 12730272240 12730272236 3689041563 3689041564 9867863413 3689041566 3689041568 6636523811 9867863414 6636523810 9867863415 6636523809 913485944,
7923,3689200490 9582122137 10741340131 9769672441 3689200491 923125498 9835107034 923127802 10748189085 3689200492 10748189086 9835008234 10739029998 9835008233 3689200493,Shah Alam Bandh Marg
7924,3689200493 3689200494 9835270860 3689200495 3689200496 923127398,Shah Alam Bandh Marg
7925,923127398 3689200497 3689200498 6639940046 3689200501 10709184562 10709184577 6639940045 3689200522 9835289218,Shah Alam Bandh Marg
7926,3689200518 9835289218,
7927,9835289218 3689200529 10709184534 923116435 923126738 923127503 10709184564 923127391 923113975 3689200541 3689200542 3689200543 3689200544 3689200545 3689200546 3689200547 10716140172 3689200548 9835185031,
7928,9835185031 9835106949,
7929,9835106949 9835185030,
7930,9835185030 3689200549 923124719 923124609 923123481 923117433 923126285 923128020 923127412 923121064 923118492 923127111 923113069 923120156 3689200540 10709128920 10709184548 9835289222 9835323030 10725645632 10725645615 3689200532 3689200525 3689200521,
7931,3689200510 3689200509 3689200507,
7932,3689200507 3689200504 3689200502 3689200503,
7933,3689200508 3689200506 6639940044 922982668 10929143426 10929143485 922983129 922983198 922982564 922983249 922982876 10931718722,Shah Alam Bandh Marg
7934,10931718722 922983251 922982745 9833309331 922982872 922982895 922982711 922983021 9833103784 9833103794 9833103796 10760856233 10760856293 922983051 10799043407 922982944 922983074 10929123503 11088405795,Shah Alam Bandh Marg
7935,1826143082 11836863479 1826143083,
7936,3689200464 9855677434 3689200469,
7937,3689200469 3689200474 9855677428 7007533629 7007533628 9855677427,
7938,914530203 3689200468 3689200469,
7939,3689200473 6997987848 6997987847 6997987849 3689200472,
7940,3689200516 3689200527 3689200528 3689200530 6639940043 9835185042 3689200533 3689200536 3689200539 12213536280,
7941,12213536280 12836236874,
7942,12836236876 3689200538,
7943,3689200538 10778957423 3689200535 3689200534 9835289217 3689200531 6639940042 3689200526 3689200524 10304484341 3689200510,
7944,3735576125 9850380246 9850380247,Swami Shraddhanand Colony Main Road
7945,9850380247 3735576126 9850380245 3735576133 10957045437 10957045411 4106969887 4231826630 10948773912 4106982691,Swami Shraddhanand Colony Main Road
7946,4106982691 10959604770 4231826638 9849602453 4106982697 4231826647 3735576150 4231826662 9849602457 10959604724 9849602455 4231826673,Swami Shraddhanand Colony Main Road
7947,4231826673 4231558506 3735576154 4106982717,Swami Shraddhanand Colony Main Road
7948,4106982717 9849590819 4231826685 10994188463 9850104830 9699547675,Swami Shraddhanand Colony Main Road
7949,9699547675 3735576167 10965299173 9849541293 10994188473 9849541289 3735576170 10994188504 10994188464 10994188484 3735576179,Swami Shraddhanand Colony Main Road
7950,3735576125 4231826607 4231826605 11007393662 11007425545 4231826602 6197308455 10899232676 3735574124 9850460659 10899232686 10899232707 10845341295 3735574123 9850390679 6197308481 3735574122 3735574121,
7951,3735574121 10199019915 9769672036 3735574117,
7952,3735574117 3735574116 10775213838 9769672055 3735574118,
7953,3735583603 9843855332 3735583601 9819180279 9819184333 3735583600,Sri Ayyappa Mandir Road
7954,3511743223 9088021406 9819196549 6588692356 9819196113 9819196517 6588692351 9819196518 3511743199,
7955,3735754786 4228162072 3735754788 7673921238,Babarpur Road
7956,1863559804 10972371023 9860004519 10773656226,
7957,10773656226 9789474385 9789508276 13249534810 13249534817 13253722609 9789508273 9789508274 13253722616 9789508275 3735763627,
7958,9917023228 3735808207 9917023229 9917023230 3735808209 9917023231 9917023232 9917023233 9917023234 3735808210 9917023235 9917023236 3735808211 3735808216,
7959,3735808216 4229636042 3735808425 4229636049 4229636053 3735808427 4229636057 3735809280 3735808431 4229636073 4229636080 3735808438 4229636088 4229636096 4229636103 3747295205 4229636144 4229636153 4229636166 4229636180 4229636192 3735808449 9911676226 9911676224 4229636227 3735808451 4229636234 9911676227 4229636246 9911676228 9911676229 3735808454 9913605435 4229636252 4229636264 3735808455 4229636269 4229636278 4229636280 3735808456 9911676231 9911676230 4229636411 4229636425 3735808460,
7960,3747297567 3747297561 9911674767 9911582427 9719832265 9911623769 9911623770 9911623771 3747297549 9911623772 3747297550 9911623774 9911623773 3747297535 9911623776 9911623775 9911623777 3747297532 9911623779 9911623778 9911623784 9911623786 12146033028 9911623798 9911623780 9911623782 4229636594 10882608670 3747297498 9719832259 9911632365 9719803867 4229636463 4229636454 4229636445 9911676245 3747297472 12145994640 4229636430 3735808457 4229636420 3792289089 4229636401 4229636392 4229636275 4229636271 4229636266 9911674771 3735809285 9911674787 4229636250 3747297430 4229636230 4229636220 3792313790 4229636211 3735808450 4229636204 4229636201 4229636191 4229636178 9917023247 4229636161 4229636151 4229636139 4229636133 4229636118 4229636105 4229636098 4229636092 4229636085 4229636078 3735808436 4229636072 3735808432 3747295193 9918464444 4229636062 4229636061 4229636060 4229636052 4229636051 4229636047 4229636046 3735808220,YDL Road
7961,3735808220 9911623790 9911623791 3735808214 9911623788,YDL Road
7962,3735808190 9916313355 9916313356 9916313357 3735808182 9914078996 3735808181 9914078985 9914116314 3735808184 5862743733 9916685547 9916685545 9916757346 9916757348 3735808191 3735808192 3735808194,
7963,3735808194 9916904724 3735808195 9916904730 3735808196 9916904729 9917023284 3735808204 3735808206 3735808208 3735808212 3735808213 9917023276 3735808222 9917023244 9917023243 3735808223 9917023242 3747299095 3735808224 9917023241 9917023240 9917023239 3735808220,
7964,3735808220 9917023238 9917023237 3735808219 3735808218 3735808217 3735808216,
7965,9918696664 9918696661 9918696662 9918696663 9918696665 9918696657 9918696660 3735813118 9918696659 9918696658 9711389034 9916903714 9916685554 9916685557 9916903715 3735808433 9916903709 9580153367 9580153361 9918439918 4229636119 9911461111 4229636225 4229636232 3735808453 4229636245 12110360529 9911478652 9911478656 9580153354 9580153334 9911419395 9580153335 9911419394 9580153348 3735808459 9580153353 4229561212 4229561222 4229561225 4229561232 4229561235 12106122849 9911454787 4229561243 4229561254 4229561268 4229561277 9911406455 9911406456 9911406454 4229561282 9911406453 9911406452 4229561288 4229561390,
7966,4415674269 4415665570 3735831069 4233859141 3735831067 4233858971 3735831060 4233858915,Jaat Road ( Dada Soni Radhera Marg)
7967,3735865255 9871507366 3735865253,
7968,3735865253 6640181645 7655633809 3735865242 7655633799 7655633804 10274736206 13061887552 3735865240,
7969,3735865246 3735865247,
7970,3735865247 12105930803 12105890400 12105936109 3735865253,
7971,12746018516 9155618723,
7972,9155618723 9155618722 3735865259 9871653446 9871653447 7655633787 12105791778 9871653445 9871653443 9871653444 3735865260 3735865258 6645689195 6574201060 7655633729 3735865255,
7973,6627422939 3735870542 10047287776 4214836043 3735870541 9873516150 3735870538,
7974,7294850503 7294850509 3735867674,
7975,5810962664 3735867668,
7976,3735867668 10942168959 8974605550 6738617032 3735867671 7294850498 10983736817 3955120069 11043406832 8974608586 6738617020,
7977,6738617020 10893806031 9882862371 7294850507,
7978,3735878334 9869837381 7171706071 11938899890 3735878331 7171706063 11938900391 9720405042 7312572939 3735868724,
7979,3735868724 6200524150,
7980,3735878332 3735878329 6636558483 5768520845 4211800725 3754484286 4211800724 3735878326 3754484296 11052050281 9883043741 3735878325 9186576093 9186576106 4211898242 9882925966 9883020790 3735878328 12185790473 10214272111 9186576102,Mandawali Main Road
7981,5308873564 11626263608 9838407259 11626263610 9838407261 4470952022 5308949145 5308949142 5308873554 9838494731 9838494743 5308949147 9837957410 9837991636,
7982,9850272306 3735981582 4470952014 9853440579 9852879169 9853517853 3735981581 9852879168 3735981577 3735981575 9853440561 4470952036 5308873576 4470952012 3735981574 4470952033 9837930846 9837930842 9837930843 3735981572,pushta Road
7983,464964023 3735981586 3735981590 11279711451 4235071148 9871431488 3735981591 9871431489 9871431490 4235071149 9871431491 9871966710,Okhla Vihar Road
7984,9871966710 9871431492 3735981589 9871431494 3735981588 9871431493 9871431495 3735981587 9871431496 9871431497 3735981584 9871431498 4210554273 9872192868 9872192870 3735981585,Okhla Vihar Road
7985,3735984759 6593512616 9868132625 3735984760 9868132626 3735984763 9868132627 9837746959 9841347761 9837746958 9841347763 3735984767 9841347765 9648368228 9841347767 9841347769 9841347771 3735984768 9648368225 9648336416 3735984770 9837746960 9837746961 9837746962 3735984769 9837746963 7208572185 3735984766 9837746964 3735984765 9837746966 9837746965 9837746967 9840563774 9840446711 9840527276 9837747008 3735984762,
7986,9834875400 9834875402 6497032354 6497032355 6497032356 6497032357 9832290394 9832290393 6497032358 9832290391 9832290390 3738843178 9832290392 6197241464 6497032362 9835514845 9834965904 6497032361 6497032360 6497032359 9832290389 9832290388 3738843177,Burari Road
7987,3738843177 9832290387 9832290386 9835986654 9832290385 3738843176 9832290381 9835986670 9832290380 9832290379 9832290383 9832290382 9835611870 9832290378 9835611868 9832290384 9835611865 9835594659 3738843175 9835594647 9832290377 9832290376 6929140517 6197241475 9843328164 6197241471 9843135478 9843328163 3738879715 9843328162 6195211397 3738879714 6197252512 9843135458 3738879712 4106982746 3738879711,Burari Road
7988,3738879711 3738879710 4106982745 4106982744 4231401996 3738879708 4106982742 11508126957 4231401995 4231401994 11508126960 11508205033 11508205025 9843361045 4106982735,Burari Road
7989,4106982735 11508304121 11508155726 4106982732 4106982731 4106982725 11508102233 9843361071 4106982724 11508102226 11508326465 4106982723 10989356556 4106982722 4106982721 10989356530 10989356591 11508123331 3012992681,Burari Road
7990,3013002711 3738847872 3738847880 3738847896 3738847907 9816904093 3738847910 9816904094 9816904092 3738848025 9816904091 9816904090 9816904088 9816904089 3738848041 9816904086 9816904087 3738848044 9816904085 9816904084 9816904083 9816904082 9816904081 9816904080 9816904079 3738848061 9816904078 9816904077 3738848067 3738848070 9816904076 3738848071 9816904075 2149586061,
7991,3738847917 11830220333 11830220331 4218838217 3738847916 4218838215 12101894943 12101865546 9805989223 9805989222 3738847903 9805945936 9805945937 3738847899 4218838207 3738847900 3738847902 9805907850 9805907848 3738847904 4218827731 9805590269 9806054912 9805590271 9805590262 9805590261 11830220328 11830220330 3738847906,
7992,3738847906 11830220327 11830220329 11830220326 3738847895 9816935605 3738847892 3738847891 9816927898 3738847889 9816935606 3738847888 9816935604 9816935607 9816935608 9816935609 3738847879 9816927869 9816935610 3738847878 9816927890 3738847876 3738847875 9816948963 9816948964 9816948965 9816948962 9816948922 3738847869 9816948966 9816948967 3738847867 9816948933 9816948969 9816823597 9816927836 6385020368 3738847868 9816927846 9816948974 6385020361 6385020357 9816823593 3738847866 6385020353 9816948991 9816823596 3738847865 9816948992 3738847864 9816948993 9816948994 9816823588 9816948982 9816948995 9817248043 9816948996 9816948997 9816948998 9816948999 9816927867 3738847870 3013002711,
7993,9806140031 9805945920 9805945919 9805945922 9805945921 3738847923 9805989232 3738847920 9805945923 3738847918 9805945927 9805945924 3738847921 9805945925 9805945926 9805945932 3738847915 9806115726 3738847911 9805945933 3738847908 9805945934 9805945935 6197281041 9805926219 11830220332 11830220334 3738847917,
7994,5065101966 9838759094 3738879599 9838289733 9838289732 9838289731 9838289730 9838289729 9838289728 3738879617 9838289727 9838289726 3738879619 9838289725 9838289724 9838742903 3738879626 9838289723 9838289722 9838289721 3738879635 9838289720 9838289719 9838289718 3738879640 9838289717 9838280316 9838280315 3738879647 9838280314 9838280313 3738879652 9838280312 3738879656 9838280311 9838289734 3738879657 6195089704 9838307079 3738879660 9838307078 6497263158 6497263157 9713833457 9838376698 9838376689 3738879665 9838376676 6497263156 9835663828 6497263155 9838307077 9835663833 9838759063 3738879675,
7995,3738879675 9838492583 9838492586 9838492584 9838492585 5725179123 9835663799 9835663796 5725179122 6195080714 9838492569 9838492551 5725177608 9838492552 5725179121 9838531985 6497263150 9838531984 9835663801 5725177620 9835663802 5725177619 6195080723 9835663782 6195080738 5725177618 5725177617 9838759103,
7996,6195211392 10991810405 5725252027 9844008546 10991795803 10994188482 3735576179,
7997,9850367238 9850367236 3738879616 9850367232 9850367234 6197323321 6197323326 6197323340 9835318115 9850099279 6197323330 9850099284 9850367226 3738879595 6197323335 9850393813 9850060677 9850330811 9850060675 6197358222 9835322642 9849993724 9850330801 9849993717 9850330799 9849954535 9849954526 9850060672 9850060673 3738879548 9849993730 3738879541 6749150347 3738879533 4231826590 4231826087 4231826086 4231826084 4231826082 4231826080 4231826077,25 Feet road
7998,9837955340 3738879611 3738879613 9838615519 3738879615 9835713785 9835713794 9838446560 6195080707 9838563094 9838615604 3738879627 9838563093 9838446566 9838615601 9838563092 9838615610 6195140704 3738879636 6195140524 6195140527 9838563106 6195140530 6195140533 3738879643 9838563547 9838563546 6195109646 3738879646 9838563550 9838563574 9835663839 9835663842 6195080701 6195140718 3738879662 9838479802 6195080730 3738879664 9835663815 6195080715 9835663824 6195140710 3738879667 6195080729 9835663832 9835663791 9835663794 3738879675,
7999,3738879682 9828147838,25 Feet road
8000,9828147838 9841179170 3738879681 3738879680,25 Feet road
8001,5065097193 5065097196,
8002,5065097196 9838949186 9838949187 9838949188 4224974362 4224974371 4224974378 7100709547 4224974795 3738876240 11270871700 4224962876 4224974819 4224962888 4224974826 4224963399 4224963414 9837756981 9691542151 3738876245 4224996535 4233477855 9838725342 3738876250 4231798198 4231798211 4231798217 4231798233 4231798273 9803419344 9803419346 3738876253 9803419345 9803451271 9803419337 9803419339 9803456266 4231798295 3738876255 9803419336 4231798302 4231798308 12098380582 9803451268 9803451263 4231798319 9803451262 11332816619 3738876257 9803451258 4231798330 9803451252 3738876261 9803451259 4231798338 4231798349 1114584014,
8003,3738876268 9835318105 9803419350 9803636666 9803419349 9803419348 3738876270 3738876271 4231798600,
8004,4231798600 9803515782 3738876272 9803515781 9803515801 10706201541 10706201536 3738876275 3738876274 9803500951 4231798624 9803500950 3738876273 9803500940 4231798539 3738876265 3738876256 4231798312 4231798300 4231798292 4231798275 4231798262 4231798239 11332614149 4231798221 4231798204 4224974853,
8005,3738889700 9835270606 7247523744 11836920570 3738889697 9835136144 9835136145 9835136146 3754156035 6649671431 9865002185 3738889690 9865002186 9835136143 6649451042 11836904668 3754156038 9832990634 3738889694 9653217632 3738889695 9832990635 9832990636 11836904667 3738889701 9832990637 9676698291 9832990638 3738889705 9865028727 9832990639 9832990640 9832990641 3738889702 11836957381 11836957382 11836957384 11836957386 11836957388 4227741660 4227741633 9840532912 9840532911 9840532910 9840532909 3738889692,
8006,1796289906 9864929894 9832369588 3738891011 4228084729 6144434994 6144434993 3738891016,Maujpur Main Road
8007,10213562619 4229557862 4219100832 4229557843 10213559514,
8008,3738902454 3738902455 6481094545 5409415916 9873566450 5470032771 6481094534 3738902462 6481113255 3738902466 6481094572 6466811410 9678889268 9867590452 3738902471 6466811509 9867823844 3738902472,Bhola Nath Nagar Marg
8009,1413863725 3738902441 4229893603 9873676574 3738902437 9873676578 9873676573 9873676576 3738902435 9873676577 9873676575 3738902434,
8010,3739080182 9918439849 9918439850 9918439851 9918439852 6199393159 3739080176 6199393155 3739080173 9918439855 7245487288 9918439856 9918623361 3739080171 9918353332 9918353333 3739080170 9918353334 9918353335 4229979153 9918353336 9918353337 11021475077 9918353338 3739080167 9918353339 4229979149 3739080166 4229979147 4229979145 9916611681 4229979144 4229979139 5172862594 3739080158 4229979122 4229979111 4229979100 4229979090 5172862600 5172862602 3739080138 4229978773 9918513450 9836102775 3739080130 3739080124 3739080123 9918674471 9918674472 9918674473 4229978714 3739080111 4229978700 4229978586 4229978584 4229978576 3739080109 4229978562 4229978554 4229978550 3739080104 4229978534 4229978530 3739080090 3739080087,Mehrauli Road
8011,3739080249 9916970793 9916970789 6439239365 3739080250 4231697799 12098578848 4231377846 2136089091,
8012,2431985950 3862391099 3862390976 3862390982 3862390994 4229895017 3864648801 3864648804 3862391023 11011534516 4229895037 2431985966 3864648818 9911413781 9911413782 3739080028 3862391262 3862391269 3862391280 6737842343 3739080029,विवेकानंद मार्ग
8013,3739080255 6438220845 3739080254 9916970802 9916970803 3739080256 4231402265 3739080259 4231402267 9916970804 3739080260 6438667631 9742843329 9836032687 4230160555 9916970805 3739080261 9916970806 9916970807 4127209807 9916970808 3739080267 3739080272 9836032686 4231402277 9836032674 4230160561 3739080274 3739080275 3739080278 4231402282 9917030951 10669362836 3739080287 4230028879 3739080289 4230028886 11025241468 4230030492 3739080292 4230022823 9836035911 4230160592 3739080295 3739080296 4230160605 3739080298 4230160612 4230160619 4230160623 3739080304 4230160629 3739080308 4230160636 3739080310 3739080311,Sagarpur Palam Road
8014,3739080311 4230160664 4230160677 3739080317 9861645971 11050744953 6438755972 4232453492 4232453493,Sagarpur Palam Road
8015,2136089107 9916966366 9916966367 9916966374 9916966368 9916966369 4231233935 3739080252 9916966370 10279793382 9916966371 9917033192 9917033193 3739080257 12143477885 12139357018 3739080270 3199430058,Nasirpur Road
8016,9918436171 9918436178 9918436177 9911413779 9911413778 7101066411 9911413777 3739080034 7101066412 3739080045 2353499092,
8017,2353499092 9911413776,
8018,9911413776 3739080048,
8019,3739080048 3739080049,
8020,2136089091 4231377823 4231377800 3739080235 3739080229 4231376665 3739080202 2835278978,
8021,3739080246 4127209809 4133882993 4127209815 3739080262 4231406748 4230160560 3739080277 3739080280 9836074920 9836035915 4230160581 3739080290 4230160584 9836049591 4230160597 3739080300,Sadh Nagar Railway Road
8022,7305381085 7305381087,Mustafa Kemal Ataturk Marg
8023,7305381087 7305381088 6657447345,Mustafa Kemal Ataturk Marg
8024,6657447345 3742305551 3742305566 6657223844 3742305571 6657223848 12096715994 3742302394 12096715988 12096715995 3742302395 3742302393 6191328950 3742302392 3742305567 3742305563 6657447318,Mustafa Kemal Ataturk Marg
8025,6657447318 6657447319 3742305554 3742305544 3742305539 3742305540 7220672399 3742305548 3742305549 3742305550 11540517130 3742305541 3742305530,Mustafa Kemal Ataturk Marg
8026,301037181 6657447323 6657447322 6657447320 11540517100 3742305642 12779104976 943830669 1869899407 943875644 943831033 3742302409 6538760825,Safdarjung Road
8027,6538760825 3742305538 7305381089,Safdarjung Road
8028,9852968145 3742305519 6657447341,Safdarjung Road
8029,6657447341 3742305533 7305381087,Safdarjung Road
8030,7305381087 7305381090,Safdarjung Road
8031,3742305473 3742305475 6039038575 5484083383 6169030296 6039038577 3742305482 6039038576 3742305484,
8032,3742305489 3742305492 5484083385 3742305494 5484083384 3742305497 3742305503,
8033,3744432425 3742305504 3742305501,
8034,3742305501 3742305498 5484083386 3742305499 3742305500 3742305502,
8035,563659648 3742314072 3742314075 3742314077 5137961083 5137961087 3742314094 3742314097 3742314100 621248519,Shanti Path
8036,3742314099 3742314098 3742314096 563659661 5137961085 5137961081 3742314076 3742314074 3742314073 3742314071 563659651,Shanti Path
8037,3742372060 9886395250 9884971944 4228045156 4228045157 3742372096 9884927534 9884927533 3742372099 4228045161 4228045163 9884927530 3742372103 9884927529 3742372105 4228045174 3742372107 3742372108 3742372109 3742372110 4228045188 4228045301 4228045308 3742372115 9884604424 3742372116 3742372118 9884604423 9884652341 4228045331 9884604422 4228045339 9884604421 9884604420 4228045348 9884604419 4228045360 9884604418 4228045364 9884604417 4228045366 4228045379 4228045388 4228045390 4228045399 9884546200 4228045410 9884661049 9884508324 4228045418 9884508323 9884546191 9884546190 9900063583,
8038,9900063583 4228045435,
8039,3742379876 9911463378 9911463377 9911463376 3742379879 9908605214 9913655908 10290815690 3742379877 4228221242 3742379874 9911463383 3742379875,
8040,3742379837 3742379845 3864631824 4229519470 3864631858 4229519484 3864631870 9895140823 9895140818 9895140822 9895140819 3864631873 3864631875 4229519600 9895140817 3864631879 9895140821 9895140820 9895043316 3864631883 4229519604 3864631882 9895043315 3864631880 3864631881 9895043314 9895043313 3864631887 4229519607 3864631888 3864631891,
8041,3864631891 9895043312 3864631893 4229519608 4229455662 4229519609 4229455663 3864631896 3864631899 3864631901 3864631902 9896709502,
8042,4228221120 11054051593 10222921153 3742379868 4228221170 4228221194 9894668300 3742379870 9894668299 9894668301 9908589304 9908608052 9913655913 9908608050 3742379872 9911463375 3742379876,
8043,3742396955 314505972 910356582 314505969,Aurobindo Marg Flyover
8044,838633634 838495990 838633449,Indraprastha Marg
8045,838633449 11422663933 2969951378 838495865 1665802597 838495957 2969951377 12640121731,Indraprastha Marg
8046,12640121731 6649961247 6649961246,Indraprastha Marg
8047,1870091862 3007872778,
8048,3007872779 6680284559 3007872782 3742305503,Tughlaq Road
8049,3742305503 3744432426 6680284564 6680284565 6680284566 6680284567 6680284568 6680284570 6680284571 6680284555 6680284549 5484083394,Tughlaq Road
8050,838633475 6494084375 838495943,Vikas Marg
8051,838633289 838495949 838495864,Vikas Marg
8052,3742403432 3868516462 9916313374 9916313372 3742542808 9916347101 3868603737 9916347100 9916409413 3868603735 9916427417 9913842296 3742403430 4218627516 11217476263 11217476259 3742403428 9864919084 9864919083 9864919085 3742403425 4218606314 3742399917,
8053,944889247 944888862 944888880 1863230692 944888923,Dadri Road
8054,944888923 944889142 5808702888 944888778 944889054 944888945,Dadri Road
8055,944888945 905063491 905062962,Dadri Road
8056,1863230700 5808702881 5808702879 5808702880 906856657,Dadri Road
8057,906856657 906856572 906856589,Dadri Road
8058,1762989529 3742418040 11917919918 12246298444 10255011726 3742418045 3742418046 3742418047,Ashoka Road
8059,6657447327 6657447328 6657447329 6657447330 11540517101 6657447331 6657447332 6657447333 6657447335,Safdarjung Road
8060,7305381089 7305381085,Safdarjung Road
8061,7305381085 6538760815,Safdarjung Road
8062,6538760815 13270239643 13270239650 943831437 9854796662 3643733152 3742305483 308884276 3742305489,Safdarjung Road
8063,3742305489 3742305490 3007872779,Safdarjung Road
8064,3742626115 4216812641 3742626113 9861617159 6646100900 4211940966 4216812628 11350623530 11255043057 4212207381 4216812620 4212207360 4212207357 4212207355 9861617143 9648289728 4216812616 4216812615 4212207330 4216849309 4216812612 9648289774 4211940956 4216849307 9861706653 3742626095,
8065,1763845051 6351721826,
8066,3744432425 1870091862,Tughlaq Road
8067,3746076237 11187693905 7312809256,Subramaniyam Bharti Marg
8068,3746870991 10885739606 6588684193 4221312420 4221444477 4221444478 10259147042 10259147045 4221312421 10259116388 7835322709 5470026288 3746870994 10259122510 10259147047 9819291427 7835322635 9819291454 10259116403 10259116400 3746870995 10259116391 4221312422 7835322687 9819296337 10259116386 9819291458 10259160240 7835322720 9819296336 4221312423,Phase II Road
8069,4221312423 10259160269 4221312424 855723924,Phase II Road
8070,3747297475 3747297458,
8071,3747297458 4229561209,
8072,4229561209 3735808460,
8073,4229884390 4229884386,
8074,4229884386 4229884374 4229884328 9911715533 4229884325 4229884304 9911715535 9911715534 9911715537 9911715536 4229884288 9911715538 4229884240 4229884217 4229884215 3747297566 9911676250 3747297529 9911623764 3747297527 9911623766 3747297517 10882608673 9911623765 3747297504 4229636591 3747297500 9911623768 9911676236 9911623767 4229636480 4229636475 4229636468 4229636458 3747297477 4229636442 9911676233 3747297457 3735808460,
8075,10262296131 10262296130 4214836063 3754484262 9883085663 9883085664 4214836072 11491178921 3754484264 9882982978 3754484265 6649434845 4214836057 6649434847 9883012001 3754484266 9883011999 3754484267 9186628642 9883011990 3754484268,Mandawali Main Road
8076,9882925982 3754484270 3754484271 3754484272 5971162571 3754484273 4211806213 9673169149 3754484274 4211898200 3754484275 3754484276 3754484277 3754484278 3754484279 3754484542 3754484543 3754484544 4211898207 3754484545 4211898208 3754484546 9186628641 3754484547 3754484548 4211898204 3754484549 12795893748 9583074356 3754484551 4211898199 3754484552 4211898198 3754484553 4211898195 3754484554 4211898193 3754484555 12718990595 3754484556 7294850502 3754484557 11180368491 11148213553 11148213470 11148213608 3735867674,Buddha Marg
8077,1040924426 1040992564 1040924912 3759773523 1040925067,
